RESPONS_ID,CONTRIBUTR,WORLD_ID,WORLD_LAB,REGION_ID,REGION_LAB,TOT_AREA,LAND_AREA,RN_SITES,EXP_10000,EXP_08000,EXP_06000,EXP_04000,EXP_03000,EXP_02000,EXP_01000,EXP_00500,EXP_00250,EXP_00150,DQ_10000,DQ_08000,DQ_06000,DQ_04000,DQ_03000,DQ_02000,DQ_01000,DQ_00500,DQ_00250,DQ_00150,HUNT_10000,EXAG_10000,INAG_10000,PAST_10000,HUNT_08000,EXAG_08000,INAG_08000,PAST_08000,HUNT_06000,EXAG_06000,INAG_06000,PAST_06000,HUNT_04000,EXAG_04000,INAG_04000,PAST_04000,HUNT_03000,EXAG_03000,INAG_03000,PAST_03000,HUNT_02000,EXAG_02000,INAG_02000,PAST_02000,HUNT_01000,EXAG_01000,INAG_01000,PAST_01000,HUNT_00500,EXAG_00500,INAG_00500,PAST_00500,HUNT_00250,EXAG_00250,INAG_00250,PAST_00250,HUNT_00150,EXAG_00150,INAG_00150,PAST_00150,URBN_10000,URBN_08000,URBN_06000,URBN_04000,URBN_03000,URBN_02000,URBN_01000,URBN_00500,URBN_00250,URBN_00150
RKSDA,CZOYP,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,250-499,High,High,High,High,High,Low,Low,None,None,None,Good,Good,Good,Good,Good,Good,Good,Unknown,Unknown,Unknown,widespread (>20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RPNBO,CCXYG,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,> 1000,Low,Low,High,High,High,High,High,High,High,High,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,minimal (<1%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RQFPQ,CDOCZ,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,50-249,Low,High,High,High,High,Low,Low,Low,High,High,Moderate,Good,Good,Good,Good,Good,Moderate,Good,Good,Moderate,minimal (<1%),none,none,minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),none,common (1-20%),common (1-20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Present,Absent,Present,Present,Present,Present,Present,Present
RQQVS,CMKTD,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,> 1000,High,High,High,High,High,High,High,High,Low,Low,Good,Good,Good,Good,Good,Moderate,Moderate,Moderate,Moderate,Moderate,widespread (>20%),common (1-20%),minimal (<1%),none,minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present
RUVHN,CFJGK,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,250-499,Low,Low,High,High,High,High,High,High,Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RVEHZ,CJUPV,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,500-999,High,High,Low,Low,High,High,High,High,None,None,Good,Good,Good,Moderate,Moderate,Good,Good,Good,Unknown,Unknown,widespread (>20%),common (1-20%),none,minimal (<1%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present
RVKKQ,CZEJW,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,250-499,High,High,Low,Low,None,None,None,None,None,None,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,common (1-20%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),none,common (1-20%),common (1-20%),common (1-20%),none,common (1-20%),common (1-20%),common (1-20%),none,common (1-20%),common (1-20%),common (1-20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RVTLM,CDFVA,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,> 1000,High,High,High,Low,Low,Low,Low,Low,None,None,Good,Good,Good,Good,Good,Good,Good,Moderate,Moderate,Moderate,common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RWHKE,CBNQY,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,> 1000,High,High,High,High,High,High,High,High,High,High,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),widespread (>20%),none,minimal (<1%),minimal (<1%),widespread (>20%),minimal (<1%),common (1-20%),none,widespread (>20%),minimal (<1%),widespread (>20%),none,widespread (>20%),minimal (<1%),widespread (>20%),none,common (1-20%),none,widespread (>20%),none,widespread (>20%),minimal (<1%),widespread (>20%),none,widespread (>20%),minimal (<1%),widespread (>20%),none,widespread (>20%),none,widespread (>20%),none,widespread (>20%),none,widespread (>20%),none,widespread (>20%),common (1-20%),common (1-20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RWNOL,CIFSQ,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,500-999,High,High,Low,Low,Low,None,None,None,None,None,Good,Good,Good,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,common (1-20%),common (1-20%),minimal (<1%),none,common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RYSDJ,CQNLI,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,250-499,High,High,High,High,High,High,Low,Low,Low,Low,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,common (1-20%),none,none,none,minimal (<1%),minimal (<1%),none,common (1-20%),none,none,common (1-20%),common (1-20%),none,none,common (1-20%),common (1-20%),none,common (1-20%),common (1-20%),common (1-20%),none,none,widespread (>20%),common (1-20%),none,common (1-20%),none,widespread (>20%),none,common (1-20%),minimal (<1%),widespread (>20%),none,minimal (<1%),minimal (<1%),widespread (>20%),none,minimal (<1%),minimal (<1%),widespread (>20%),Absent,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent,Absent
RZHBP,CLCCI,7,Western Asia,58,Syria +  Cyprus + the Levant,323098,322170,500-999,Low,Low,High,High,High,Low,Low,Low,Low,Low,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,common (1-20%),minimal (<1%),none,common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RBXRK,CFJGK,7,Western Asia,59,Iraq,456099,452189,500-999,Low,Low,High,High,High,High,High,High,Low,Low,Moderate,Moderate,Moderate,Good,Good,Good,Moderate,Moderate,Moderate,Unknown,minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RCDUH,CLCCI,7,Western Asia,59,Iraq,456099,452189,250-499,Low,Low,High,High,High,High,Low,Low,Low,Low,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,common (1-20%),minimal (<1%),none,widespread (>20%),common (1-20%),minimal (<1%),none,widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RCRPG,CPWSX,7,Western Asia,59,Iraq,456099,452189,500-999,Low,Low,High,High,High,High,High,Low,Low,Low,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),common (1-20%),none,minimal (<1%),widespread (>20%),common (1-20%),none,common (1-20%),minimal (<1%),widespread (>20%),minimal (<1%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RCZFB,CUPWJ,7,Western Asia,59,Iraq,456099,452189,500-999,Low,High,High,High,High,High,Low,Low,High,High,Good,Good,Good,Good,Good,Moderate,Moderate,Moderate,Moderate,Good,widespread (>20%),minimal (<1%),minimal (<1%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),minimal (<1%),none,widespread (>20%),widespread (>20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
REIWS,CWYGY,7,Western Asia,59,Iraq,456099,452189,50-249,Low,High,High,High,High,High,Low,Low,Low,Low,Moderate,Good,Good,Good,Good,Good,Good,Good,Good,Good,common (1-20%),common (1-20%),minimal (<1%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RFGPD,CEOOR,7,Western Asia,59,Iraq,456099,452189,500-999,High,High,High,High,High,Low,Low,Low,Low,Low,Good,Good,Good,Good,Good,Good,Good,Moderate,Moderate,Moderate,common (1-20%),minimal (<1%),none,none,common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RGENH,CDOCZ,7,Western Asia,59,Iraq,456099,452189,< 50,High,High,High,High,High,High,High,High,Low,Low,Moderate,Moderate,Moderate,Good,Good,Moderate,Moderate,Good,Good,Good,common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RITYI,CJUPV,7,Western Asia,59,Iraq,456099,452189,250-499,High,High,Low,Low,High,High,Low,Low,None,None,Good,Good,Moderate,Moderate,Moderate,Good,Moderate,Good,Moderate,Moderate,widespread (>20%),none,none,minimal (<1%),widespread (>20%),minimal (<1%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present
RMTMA,CAYZF,7,Western Asia,59,Iraq,456099,452189,< 50,High,High,High,High,High,High,Low,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,Moderate,Moderate,widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),none,common (1-20%),common (1-20%),common (1-20%),none,minimal (<1%),common (1-20%),common (1-20%),none,minimal (<1%),common (1-20%),common (1-20%),none,common (1-20%),common (1-20%),common (1-20%),none,minimal (<1%),common (1-20%),common (1-20%),none,minimal (<1%),common (1-20%),common (1-20%),none,minimal (<1%),common (1-20%),common (1-20%),none,minimal (<1%),common (1-20%),common (1-20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
